side_length,board_size,matchup,round,action_index,actor,actor_policy,first_actor,p_controlled,e_controlled,neutral_fields,actor_controlled_before,opponent_controlled_before,actor_non_core_before,opponent_non_core_before,territory_threshold,actor_to_threshold_before,opponent_to_threshold_before,actor_behind_before,p_resources_before,e_resources_before,rank,candidate_action_type,candidate_target,candidate_field_type,candidate_category,raw_score,weight,total_score,reasons,chosen,chosen_ok,chosen_message,winner_after
5,61,utility_balancer_vs_rusher,57,2,player,utility_balancer,player,9,31,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 2, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,fortify,"(-2, 1)",,defense,71.4500,1.2500,89.3125,type=Korn | shield=2 | enemy_neighbors=5 | contested=2 | cost_korn=6,False,,,
5,61,utility_balancer_vs_rusher,57,2,player,utility_balancer,player,9,31,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 2, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,raid,"(-1, 1)",,aggression,44.1500,1.2500,55.1875,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=30,False,,,
5,61,utility_balancer_vs_rusher,57,2,player,utility_balancer,player,9,31,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 2, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,fortify,"(-2, 4)",,defense,39.5500,1.2500,49.4375,type=Korn | shield=1 | enemy_neighbors=2 | contested=2 | cost_korn=4,False,,,
5,61,utility_balancer_vs_rusher,57,2,player,utility_balancer,player,9,31,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 2, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,raid,"(-2, 2)",,aggression,33.4000,1.2500,41.7500,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=30,False,,,
5,61,utility_balancer_vs_rusher,57,3,player,utility_balancer,player,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",1,raid,"(-2, 3)",,aggression,28.1000,1.2500,35.1250,target_type=Korn | level=1 | shield=0 | cost_korn=2 | opponent_non_core=30,True,True,"player raids (-2, 3) for 2 Korn. contested=4, active_from_round=60.",
5,61,utility_balancer_vs_rusher,57,3,player,utility_balancer,player,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,rebuild,"(-1, 3)",Stein,economy,26.6000,1.3000,34.5800,old_type=Korn | new_type=Stein | new_need=1.00 | old_pressure=0.17 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,57,3,player,utility_balancer,player,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,rebuild,"(-1, 3)",Holz,economy,21.9333,1.3000,28.5133,old_type=Korn | new_type=Holz | new_need=0.67 | old_pressure=0.17 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,57,3,player,utility_balancer,player,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,rebuild,"(-2, 1)",Stein,economy,18.6000,1.3000,24.1800,old_type=Korn | new_type=Stein | new_need=1.00 | old_pressure=0.17 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,57,3,player,utility_balancer,player,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,rebuild,"(-2, 4)",Stein,economy,18.6000,1.3000,24.1800,old_type=Korn | new_type=Stein | new_need=1.00 | old_pressure=0.17 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,58,1,player,utility_balancer,enemy,9,31,21,8,32,7,31,37,29,5,True,"{""Holz"": 4, ""Korn"": 3, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",1,raid,"(0, 4)",,aggression,26.4000,1.2500,33.0000,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=31,True,True,"player raids (0, 4) for 3 Korn. contested=2, active_from_round=60.",
5,61,utility_balancer_vs_rusher,58,1,player,utility_balancer,enemy,9,31,21,8,32,7,31,37,29,5,True,"{""Holz"": 4, ""Korn"": 3, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",2,raid,"(-3, -1)",,aggression,23.9000,1.2500,29.8750,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=31,False,,,
5,61,utility_balancer_vs_rusher,58,1,player,utility_balancer,enemy,9,31,21,8,32,7,31,37,29,5,True,"{""Holz"": 4, ""Korn"": 3, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",3,fortify,"(-1, 4)",,defense,23.4500,1.2500,29.3125,type=Korn | shield=2 | enemy_neighbors=2 | contested=0 | cost_korn=6,False,,,
5,61,utility_balancer_vs_rusher,58,1,player,utility_balancer,enemy,9,31,21,8,32,7,31,37,29,5,True,"{""Holz"": 4, ""Korn"": 3, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",4,rebuild,"(-1, 4)",Stein,economy,18.6000,1.3000,24.1800,old_type=Korn | new_type=Stein | new_need=1.00 | old_pressure=0.50 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,58,1,player,utility_balancer,enemy,9,31,21,8,32,7,31,37,29,5,True,"{""Holz"": 4, ""Korn"": 3, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",5,rebuild,"(-1, 4)",Holz,economy,13.9333,1.3000,18.1133,old_type=Korn | new_type=Holz | new_need=0.67 | old_pressure=0.50 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,58,2,player,utility_balancer,enemy,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",1,raid,"(-3, -1)",,aggression,23.9000,1.2500,29.8750,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=30,True,True,"player raids (-3, -1) for 3 Korn. contested=5, active_from_round=61.",
5,61,utility_balancer_vs_rusher,58,2,player,utility_balancer,enemy,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",2,rebuild,"(-1, 4)",Stein,economy,17.1000,1.3000,22.2300,old_type=Korn | new_type=Stein | new_need=1.00 | old_pressure=0.25 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,58,2,player,utility_balancer,enemy,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",3,rebuild,"(-1, 4)",Holz,economy,12.4333,1.3000,16.1633,old_type=Korn | new_type=Holz | new_need=0.67 | old_pressure=0.25 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,58,2,player,utility_balancer,enemy,10,30,21,9,31,8,30,37,28,6,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",4,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
5,61,utility_balancer_vs_rusher,58,3,player,utility_balancer,enemy,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",1,rebuild,"(-1, 4)",Stein,economy,15.6000,1.3000,20.2800,old_type=Korn | new_type=Stein | new_need=1.00 | old_pressure=0.00 | cost_holz=2,True,True,"player rebuilds (-1, 4): Korn -> Stein for 2 Holz.",
5,61,utility_balancer_vs_rusher,58,3,player,utility_balancer,enemy,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",2,rebuild,"(-1, 4)",Holz,economy,10.9333,1.3000,14.2133,old_type=Korn | new_type=Holz | new_need=0.67 | old_pressure=0.00 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,58,3,player,utility_balancer,enemy,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 6, ""Korn"": 2, ""Stein"": 0}",3,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
5,61,utility_balancer_vs_rusher,59,1,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",1,fortify,"(-3, 0)",,defense,119.4000,1.2500,149.2500,type=Holz | shield=0 | enemy_neighbors=3 | contested=14 | cost_korn=2,True,True,"player fortifies (-3, 0) for 2 Korn. raid_shield=1/3.",
5,61,utility_balancer_vs_rusher,59,1,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,fortify,"(-3, 1)",,defense,91.1500,1.2500,113.9375,type=Korn | shield=0 | enemy_neighbors=4 | contested=6 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,59,1,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,raid,"(-2, 0)",,aggression,47.6000,1.2500,59.5000,target_type=Korn | level=1 | shield=0 | cost_korn=2 | opponent_non_core=29,False,,,
5,61,utility_balancer_vs_rusher,59,1,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,rebuild,"(-3, 0)",Stein,economy,30.4333,1.3000,39.5633,old_type=Holz | new_type=Stein | new_need=0.92 | old_pressure=0.33 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,1,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 4, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,rebuild,"(-3, 0)",Korn,economy,29.2667,1.3000,38.0467,old_type=Holz | new_type=Korn | new_need=0.83 | old_pressure=0.33 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,2,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",1,rebuild,"(-3, 0)",Korn,economy,31.6000,1.3000,41.0800,old_type=Holz | new_type=Korn | new_need=1.00 | old_pressure=0.33 | cost_holz=2,True,True,"player rebuilds (-3, 0): Holz -> Korn for 2 Holz.",
5,61,utility_balancer_vs_rusher,59,2,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,rebuild,"(-3, 0)",Stein,economy,30.4333,1.3000,39.5633,old_type=Holz | new_type=Stein | new_need=0.92 | old_pressure=0.33 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,2,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,rebuild,"(-3, 1)",Stein,economy,20.4333,1.3000,26.5633,old_type=Korn | new_type=Stein | new_need=0.92 | old_pressure=0.00 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,2,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,rebuild,"(-3, 1)",Holz,economy,16.9333,1.3000,22.0133,old_type=Korn | new_type=Holz | new_need=0.67 | old_pressure=0.00 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,2,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 2, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,rebuild,"(-1, 4)",Korn,economy,16.1000,1.3000,20.9300,old_type=Stein | new_type=Korn | new_need=1.00 | old_pressure=0.08 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,3,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",1,rebuild,"(-3, 1)",Stein,economy,20.4333,1.3000,26.5633,old_type=Korn | new_type=Stein | new_need=0.92 | old_pressure=0.00 | cost_holz=2,True,True,"player rebuilds (-3, 1): Korn -> Stein for 2 Holz.",
5,61,utility_balancer_vs_rusher,59,3,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,rebuild,"(-3, 1)",Holz,economy,19.2667,1.3000,25.0467,old_type=Korn | new_type=Holz | new_need=0.83 | old_pressure=0.00 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,3,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,rebuild,"(-1, 4)",Korn,economy,16.1000,1.3000,20.9300,old_type=Stein | new_type=Korn | new_need=1.00 | old_pressure=0.08 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,3,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,rebuild,"(-1, 4)",Holz,economy,13.7667,1.3000,17.8967,old_type=Stein | new_type=Holz | new_need=0.83 | old_pressure=0.08 | cost_holz=2,False,,,
5,61,utility_balancer_vs_rusher,59,3,player,utility_balancer,player,10,30,21,10,30,9,29,37,27,7,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 1}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
5,61,utility_balancer_vs_rusher,60,1,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 6, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",1,fortify,"(-3, 0)",,defense,126.0500,1.2500,157.5625,type=Korn | shield=1 | enemy_neighbors=4 | contested=14 | cost_korn=4,True,True,"player fortifies (-3, 0) for 4 Korn. raid_shield=2/3.",
5,61,utility_balancer_vs_rusher,60,1,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 6, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",2,fortify,"(-1, 3)",,defense,108.5500,1.2500,135.6875,type=Korn | shield=1 | enemy_neighbors=4 | contested=11 | cost_korn=4,False,,,
5,61,utility_balancer_vs_rusher,60,1,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 6, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",3,fortify,"(-2, 4)",,defense,50.1500,1.2500,62.6875,type=Korn | shield=0 | enemy_neighbors=2 | contested=3 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,60,1,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 6, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",4,raid,"(-2, 0)",,aggression,45.4000,1.2500,56.7500,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=32,False,,,
5,61,utility_balancer_vs_rusher,60,1,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 6, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",5,fortify,"(0, 4)",,defense,44.1500,1.2500,55.1875,type=Korn | shield=0 | enemy_neighbors=2 | contested=2 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,60,2,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",1,fortify,"(-3, 0)",,defense,120.4500,1.2500,150.5625,type=Korn | shield=2 | enemy_neighbors=4 | contested=14 | cost_korn=6,True,True,"player fortifies (-3, 0) for 6 Korn. raid_shield=3/3.",
5,61,utility_balancer_vs_rusher,60,2,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",2,fortify,"(-1, 3)",,defense,108.5500,1.2500,135.6875,type=Korn | shield=1 | enemy_neighbors=4 | contested=11 | cost_korn=4,False,,,
5,61,utility_balancer_vs_rusher,60,2,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",3,fortify,"(-2, 4)",,defense,50.1500,1.2500,62.6875,type=Korn | shield=0 | enemy_neighbors=2 | contested=3 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,60,2,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",4,raid,"(-2, 0)",,aggression,45.4000,1.2500,56.7500,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=32,False,,,
5,61,utility_balancer_vs_rusher,60,2,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",5,fortify,"(0, 4)",,defense,44.1500,1.2500,55.1875,type=Korn | shield=0 | enemy_neighbors=2 | contested=2 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,60,3,player,utility_balancer,enemy,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 6, ""Korn"": 3, ""Stein"": 0}",1,wait,,,fallback,0.0500,1.0000,0.0500,fallback,True,True,player waits.,
5,61,utility_balancer_vs_rusher,61,1,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 4, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",1,fortify,"(-1, 3)",,defense,108.5500,1.2500,135.6875,type=Korn | shield=1 | enemy_neighbors=4 | contested=11 | cost_korn=4,True,True,"player fortifies (-1, 3) for 4 Korn. raid_shield=2/3.",
5,61,utility_balancer_vs_rusher,61,1,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 4, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,fortify,"(-3, -1)",,defense,62.6500,1.2500,78.3125,type=Korn | shield=0 | enemy_neighbors=2 | contested=5 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,61,1,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 4, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,fortify,"(-2, 4)",,defense,50.1500,1.2500,62.6875,type=Korn | shield=0 | enemy_neighbors=2 | contested=3 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,61,1,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 4, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,raid,"(-2, 0)",,aggression,45.4000,1.2500,56.7500,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=32,False,,,
5,61,utility_balancer_vs_rusher,61,1,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 4, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,fortify,"(0, 4)",,defense,44.1500,1.2500,55.1875,type=Korn | shield=0 | enemy_neighbors=2 | contested=2 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,61,2,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 2, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",1,fortify,"(-3, -1)",,defense,62.6500,1.2500,78.3125,type=Korn | shield=0 | enemy_neighbors=2 | contested=5 | cost_korn=2,True,True,"player fortifies (-3, -1) for 2 Korn. raid_shield=1/3.",
5,61,utility_balancer_vs_rusher,61,2,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 2, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,fortify,"(-2, 4)",,defense,50.1500,1.2500,62.6875,type=Korn | shield=0 | enemy_neighbors=2 | contested=3 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,61,2,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 2, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,raid,"(-2, 0)",,aggression,45.4000,1.2500,56.7500,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=32,False,,,
5,61,utility_balancer_vs_rusher,61,2,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 2, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,fortify,"(0, 4)",,defense,44.1500,1.2500,55.1875,type=Korn | shield=0 | enemy_neighbors=2 | contested=2 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,61,2,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 2, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,raid,"(0, 3)",,aggression,38.3000,1.2500,47.8750,target_type=Korn | level=2 | shield=0 | cost_korn=1 | opponent_non_core=32,False,,,
5,61,utility_balancer_vs_rusher,61,3,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",1,fortify,"(-2, 4)",,defense,50.1500,1.2500,62.6875,type=Korn | shield=0 | enemy_neighbors=2 | contested=3 | cost_korn=2,True,True,"player fortifies (-2, 4) for 2 Korn. raid_shield=1/3.",
5,61,utility_balancer_vs_rusher,61,3,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",2,fortify,"(0, 4)",,defense,44.1500,1.2500,55.1875,type=Korn | shield=0 | enemy_neighbors=2 | contested=2 | cost_korn=2,False,,,
5,61,utility_balancer_vs_rusher,61,3,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",3,raid,"(0, 3)",,aggression,38.3000,1.2500,47.8750,target_type=Korn | level=2 | shield=0 | cost_korn=1 | opponent_non_core=32,False,,,
5,61,utility_balancer_vs_rusher,61,3,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",4,raid,"(-4, 1)",,aggression,33.6000,1.2500,42.0000,target_type=Korn | level=2 | shield=0 | cost_korn=2 | opponent_non_core=32,False,,,
5,61,utility_balancer_vs_rusher,61,3,player,utility_balancer,player,7,33,21,7,33,6,32,37,30,4,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 4}","{""Holz"": 6, ""Korn"": 6, ""Stein"": 0}",5,field_upgrade,"(-1, 3)",,development,31.0667,1.1500,35.7267,type=Korn | level=1 | stein_pressure=0.33 | cost_stein=4,False,,,
5,61,utility_balancer_vs_rusher,62,1,player,utility_balancer,enemy,6,34,21,6,34,5,33,37,31,3,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 5}","{""Holz"": 6, ""Korn"": 1, ""Stein"": 0}",1,fortify,"(-2, 4)",,defense,44.5500,1.2500,55.6875,type=Korn | shield=1 | enemy_neighbors=2 | contested=3 | cost_korn=4,True,True,"player fortifies (-2, 4) for 4 Korn. raid_shield=2/3.",
5,61,utility_balancer_vs_rusher,62,1,player,utility_balancer,enemy,6,34,21,6,34,5,33,37,31,3,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 5}","{""Holz"": 6, ""Korn"": 1, ""Stein"": 0}",2,raid,"(-4, 1)",,aggression,31.4000,1.2500,39.2500,target_type=Korn | level=2 | shield=0 | cost_korn=3 | opponent_non_core=33,False,,,
5,61,utility_balancer_vs_rusher,62,1,player,utility_balancer,enemy,6,34,21,6,34,5,33,37,31,3,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 5}","{""Holz"": 6, ""Korn"": 1, ""Stein"": 0}",3,raid,"(-3, 4)",,aggression,27.1500,1.2500,33.9375,target_type=Korn | level=1 | shield=0 | cost_korn=3 | opponent_non_core=33,False,,,
5,61,utility_balancer_vs_rusher,62,1,player,utility_balancer,enemy,6,34,21,6,34,5,33,37,31,3,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 5}","{""Holz"": 6, ""Korn"": 1, ""Stein"": 0}",4,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
5,61,utility_balancer_vs_rusher,62,2,player,utility_balancer,enemy,6,34,21,6,34,5,33,37,31,3,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 5}","{""Holz"": 6, ""Korn"": 1, ""Stein"": 0}",1,wait,,,fallback,0.0500,1.0000,0.0500,fallback,True,True,player waits.,
5,61,utility_balancer_vs_rusher,62,3,player,utility_balancer,enemy,6,34,21,6,34,5,33,37,31,3,True,"{""Holz"": 0, ""Korn"": 0, ""Stein"": 5}","{""Holz"": 6, ""Korn"": 1, ""Stein"": 0}",1,wait,,,fallback,0.0500,1.0000,0.0500,fallback,True,True,player waits.,
