side_length,matchup,round,actor,actor_policy,action_index,candidate_action_type,candidate_target,candidate_source,candidate_field_type,tunnel_score,normal_baseline,opportunity_cost,chosen,reasons
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,1,tunnel_raid,"(-1, 0)",,,0.4646,0.3593,0.0,T,resource_fit:0.0875|enemy_tunnel_threat:0.0438|raid_value:0.2625|territory_pressure:0.0709|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,1,wait,,,,0.0,0.3593,0.3593,F,opportunity_cost:-0.3593
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_entrance,"(-1, -2)",,,0.4269,0.3593,0.0,T,resource_fit:0.1979|tunnel_access_gain:0.1000|enemy_tunnel_threat:0.0442|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_entrance,"(-1, 2)",,,0.4269,0.3593,0.0,F,resource_fit:0.1979|tunnel_access_gain:0.1000|enemy_tunnel_threat:0.0442|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 0)","(-3, 1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 1)","(-3, 1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-3, 3)","(-3, 2)",,0.2427,0.3593,0.1166,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1166
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 2)","(-3, 2)",,0.2427,0.3593,0.1166,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1166
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-3, 2)","(-3, 3)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 2)","(-3, 3)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, -1)","(-2, -1)",,0.2427,0.3593,0.1166,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1166
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-3, 1)","(-2, 0)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 1)","(-2, 0)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, -1)","(-2, 0)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 0)","(-2, 0)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-3, 1)","(-2, 1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 0)","(-2, 1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 2)","(-2, 1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 0)","(-2, 1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 1)","(-2, 1)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-3, 2)","(-2, 2)",,0.2927,0.3593,0.0666,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0666
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-3, 3)","(-2, 2)",,0.2927,0.3593,0.0666,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0666
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 1)","(-2, 2)",,0.2927,0.3593,0.0666,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0666
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 3)","(-2, 2)",,0.2927,0.3593,0.0666,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0666
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 1)","(-2, 2)",,0.3511,0.3593,0.0083,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0083
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 2)","(-2, 2)",,0.3511,0.3593,0.0083,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0083
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 2)","(-2, 3)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 2)","(-2, 3)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 3)","(-2, 3)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(0, -3)","(-1, -2)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(0, -2)","(-1, -2)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, -1)","(-1, -1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 0)","(-1, -1)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(0, -2)","(-1, -1)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(0, -1)","(-1, -1)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 0)","(-1, 0)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-2, 1)","(-1, 0)",,0.2677,0.3593,0.0916,F,resource_fit:0.1667|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0916
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(-1, 1)","(-1, 0)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(0, -1)","(-1, 0)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,tunnel_extend,"(0, 0)","(-1, 0)",,0.3261,0.3593,0.0333,F,resource_fit:0.1667|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0663|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0333
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,2,wait,,,,0.0,0.3593,0.3593,F,opportunity_cost:-0.3593
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_entrance,"(-1, 2)",,,0.3975,0.3593,0.0,T,resource_fit:0.1667|tunnel_access_gain:0.1000|enemy_tunnel_threat:0.0462|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 0)","(-3, 1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-3, 1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-3, 3)","(-3, 2)",,0.2206,0.3593,0.1387,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1387
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 2)","(-3, 2)",,0.2206,0.3593,0.1387,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1387
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-3, 2)","(-3, 3)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 2)","(-3, 3)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, -1)","(-2, -1)",,0.2206,0.3593,0.1387,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1387
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-3, 1)","(-2, 0)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-2, 0)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, -1)","(-2, 0)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 0)","(-2, 0)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-3, 1)","(-2, 1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 0)","(-2, 1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 2)","(-2, 1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 0)","(-2, 1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 1)","(-2, 1)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-3, 2)","(-2, 2)",,0.2706,0.3593,0.0887,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0887
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-3, 3)","(-2, 2)",,0.2706,0.3593,0.0887,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0887
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-2, 2)",,0.2706,0.3593,0.0887,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0887
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 3)","(-2, 2)",,0.2706,0.3593,0.0887,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0887
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 1)","(-2, 2)",,0.329,0.3593,0.0304,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0304
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 2)","(-2, 2)",,0.329,0.3593,0.0304,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0304
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 2)","(-2, 3)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 2)","(-2, 3)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 3)","(-2, 3)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(0, -3)","(-1, -2)",,0.279,0.3593,0.0804,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0804
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(0, -2)","(-1, -2)",,0.279,0.3593,0.0804,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0804
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, -1)","(-1, -1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 0)","(-1, -1)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(0, -2)","(-1, -1)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(0, -1)","(-1, -1)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 0)","(-1, 0)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-1, 0)",,0.2456,0.3593,0.1137,F,resource_fit:0.1417|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.1137
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(-1, 1)","(-1, 0)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(0, -1)","(-1, 0)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,tunnel_extend,"(0, 0)","(-1, 0)",,0.304,0.3593,0.0554,F,resource_fit:0.1417|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0692|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.0847|opportunity_cost:-0.0554
4,utility_tunneler_vs_phase_player,21,player,utility_tunneler,3,wait,,,,0.0,0.3593,0.3593,F,opportunity_cost:-0.3593
4,utility_tunneler_vs_phase_player,22,player,utility_tunneler,1,tunnel_extend,"(-2, 0)","(-3, 1)",,0.3243,0.0395,0.0,F,resource_fit:0.1750|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0712|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1281|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,22,player,utility_tunneler,1,tunnel_extend,"(-2, 1)","(-3, 1)",,0.3243,0.0395,0.0,F,resource_fit:0.1750|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0712|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1281|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,22,player,utility_tunneler,1,tunnel_extend,"(-3, 3)","(-3, 2)",,0.2993,0.0395,0.0,F,resource_fit:0.1750|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0712|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1281|opportunity_cost:-0.0000
